ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 1.5E-11 6.1E-11 1.0E-10   1.2E-10
   5-   7 2.7E-07 2.8E-07 2.9E-07 3.0E-07 3.2E-07 3.4E-07 3.6E-07 3.9E-07 4.4E-07 4.9E-07 5.3E-07 5.7E-07 5.9E-07   5.5E-06
   7-   9 2.9E-05 2.9E-05 3.0E-05 3.2E-05 3.4E-05 3.6E-05 3.9E-05 4.2E-05 4.8E-05 5.3E-05 5.8E-05 6.1E-05 6.2E-05   5.9E-04
   9-  11 1.7E-04 1.7E-04 1.8E-04 1.8E-04 1.9E-04 2.0E-04 2.1E-04 2.2E-04 2.4E-04 2.7E-04 2.9E-04 3.0E-04 3.1E-04   3.0E-03
  11-  13 5.8E-04 5.9E-04 5.9E-04 6.1E-04 6.2E-04 6.5E-04 6.7E-04 7.1E-04 8.0E-04 9.0E-04 1.0E-03 1.1E-03 1.1E-03   1.0E-02
  13-  15 2.4E-03 2.4E-03 2.4E-03 2.5E-03 2.5E-03 2.6E-03 2.8E-03 2.9E-03 3.3E-03 3.7E-03 4.2E-03 4.7E-03 5.0E-03   4.3E-02
  15-  19 1.1E-02 1.1E-02 1.1E-02 1.0E-02 1.0E-02 1.0E-02 1.0E-02 1.0E-02 1.0E-02 1.1E-02 1.2E-02 1.3E-02 1.4E-02   1.4E-01
  19-  23 1.7E-02 1.6E-02 1.6E-02 1.5E-02 1.4E-02 1.3E-02 1.2E-02 1.1E-02 1.0E-02 9.1E-03 8.8E-03 8.7E-03 8.8E-03   1.4E-01
  23-  27 1.3E-02 1.3E-02 1.2E-02 1.1E-02 1.0E-02 9.2E-03 8.1E-03 7.0E-03 5.1E-03 3.8E-03 3.0E-03 2.5E-03 2.2E-03   7.4E-02
  27-  31 2.0E-02 1.9E-02 1.8E-02 1.7E-02 1.5E-02 1.3E-02 1.1E-02 9.0E-03 6.0E-03 3.9E-03 2.7E-03 2.0E-03 1.7E-03   9.4E-02
  31-  35 2.8E-02 2.7E-02 2.5E-02 2.3E-02 2.0E-02 1.6E-02 1.3E-02 1.0E-02 6.2E-03 3.6E-03 2.3E-03 1.6E-03 1.3E-03   1.1E-01
  35-  39 3.5E-02 3.4E-02 3.1E-02 2.7E-02 2.3E-02 1.8E-02 1.4E-02 1.0E-02 5.4E-03 2.8E-03 1.6E-03 9.9E-04 7.6E-04   1.2E-01
  39-  43 4.1E-02 3.9E-02 3.6E-02 3.0E-02 2.4E-02 1.8E-02 1.3E-02 9.1E-03 4.1E-03 1.8E-03 8.7E-04 5.0E-04 3.6E-04   1.1E-01
  43-  47 4.4E-02 4.2E-02 3.7E-02 3.0E-02 2.3E-02 1.6E-02 1.1E-02 7.0E-03 2.6E-03 9.6E-04 3.9E-04 2.0E-04 1.3E-04   9.9E-02
  47-  51 4.3E-02 4.1E-02 3.5E-02 2.8E-02 2.0E-02 1.3E-02 7.9E-03 4.6E-03 1.4E-03 4.0E-04 1.3E-04 5.7E-05 3.4E-05   8.0E-02
  51-  55 3.7E-02 3.5E-02 2.9E-02 2.1E-02 1.4E-02 8.4E-03 4.6E-03 2.3E-03 5.3E-04 1.2E-04 3.0E-05 1.1E-05 5.7E-06   5.6E-02
  55-  59 2.2E-02 2.1E-02 1.6E-02 1.1E-02 6.7E-03 3.5E-03 1.7E-03 7.3E-04 1.2E-04 1.8E-05 1.1E-05 3.1E-05 6.4E-05   2.7E-02
  59-  63 2.7E-03 2.5E-03 1.8E-03 1.1E-03 5.5E-04 2.3E-04 8.3E-05 2.6E-05 1.9E-06 8.4E-07 1.3E-06 5.3E-07 6.2E-11   2.5E-03
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =4.290E+00
                                                                             alpha multiplicity (dimensionless)  =1.847E-03
                                                                             alpha average energy (MeV)          =3.326E+01
                                                                             alpha kerma coefficient (fGym^2)    =6.619E-03
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=9.080E+03 ;multiplicity=3.909E+00 ;av. energy (MeV)=5.908E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=3.911E+02 ;multiplicity=1.684E-01 ;av. energy (MeV)=2.609E+01 ;kerma co. (fGym^2) =4.734E-01
deuteron prod. cross sec. (mb)=2.909E+01 ;multiplicity=1.252E-02 ;av. energy (MeV)=3.320E+01 ;kerma co. (fGym^2) =4.481E-02
  triton prod. cross sec. (mb)=3.023E+00 ;multiplicity=1.301E-03 ;av. energy (MeV)=2.636E+01 ;kerma co. (fGym^2) =3.698E-03
   alpha prod. cross sec. (mb)=4.290E+00 ;multiplicity=1.847E-03 ;av. energy (MeV)=3.326E+01 ;kerma co. (fGym^2) =6.619E-03
   gamma prod. cross sec. (mb)=1.068E+04 ;multiplicity=4.598E+00 ;av. energy (MeV)=1.060E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Kerma coefficient summary: A<5=5.29E-01; elas. recoil=2.80E-03; nonelas. recoil=2.83E-02; TOTAL KERMA Co.=5.60E-01(fGym^2)
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=4.20E-01; prot.=7.99E-02; deut.=7.56E-03; trit.=6.24E-04; alph.=1.12E-03; gamm.=8.86E-02; A>5 recoils=4.78E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++  60-MeV neutrons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for  60-MeV reactions on 208Pb:
Total cross section      = 4.482E+03 mb
Elastic cross section    = 2.208E+03 mb
Nonelastic cross section = 2.274E+03 mb
  
                        60-MeV neutrons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.7E+02 1.7E+02 1.7E+02 1.7E+02 1.7E+02 1.6E+02 1.6E+02 1.6E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02   2.0E+03
   3-   5 6.6E+01 6.6E+01 6.5E+01 6.4E+01 6.2E+01 6.0E+01 5.8E+01 5.6E+01 5.2E+01 5.0E+01 4.8E+01 4.7E+01 4.7E+01   6.7E+02
   5-   7 2.2E+01 2.2E+01 2.2E+01 2.1E+01 2.0E+01 1.9E+01 1.8E+01 1.7E+01 1.5E+01 1.4E+01 1.3E+01 1.2E+01 1.2E+01   2.0E+02
   7-   9 1.2E+01 1.2E+01 1.2E+01 1.1E+01 1.1E+01 9.9E+00 9.1E+00 8.4E+00 7.0E+00 6.0E+00 5.2E+00 4.8E+00 4.5E+00   9.4E+01
   9-  11 9.4E+00 9.4E+00 9.1E+00 8.6E+00 8.1E+00 7.4E+00 6.8E+00 6.1E+00 4.8E+00 3.9E+00 3.2E+00 2.8E+00 2.6E+00   6.6E+01
  11-  13 8.4E+00 8.3E+00 8.0E+00 7.6E+00 7.0E+00 6.4E+00 5.7E+00 5.1E+00 3.9E+00 3.0E+00 2.4E+00 2.0E+00 1.8E+00   5.4E+01
  13-  15 7.9E+00 7.8E+00 7.5E+00 7.0E+00 6.4E+00 5.8E+00 5.1E+00 4.5E+00 3.4E+00 2.5E+00 1.9E+00 1.6E+00 1.4E+00   4.7E+01
  15-  19 7.4E+00 7.3E+00 7.0E+00 6.5E+00 5.9E+00 5.2E+00 4.5E+00 3.9E+00 2.8E+00 2.0E+00 1.5E+00 1.2E+00 1.0E+00   4.1E+01
  19-  23 6.9E+00 6.8E+00 6.5E+00 5.9E+00 5.3E+00 4.6E+00 3.9E+00 3.2E+00 2.2E+00 1.4E+00 1.0E+00 7.8E-01 6.6E-01   3.4E+01
  23-  27 6.9E+00 6.7E+00 6.3E+00 5.7E+00 5.0E+00 4.2E+00 3.5E+00 2.8E+00 1.8E+00 1.1E+00 7.2E-01 5.3E-01 4.4E-01   3.0E+01
  27-  31 7.1E+00 6.9E+00 6.4E+00 5.7E+00 4.9E+00 4.0E+00 3.2E+00 2.5E+00 1.5E+00 8.5E-01 5.3E-01 3.7E-01 3.0E-01   2.7E+01
  31-  35 7.6E+00 7.4E+00 6.8E+00 5.9E+00 5.0E+00 4.0E+00 3.1E+00 2.3E+00 1.2E+00 6.7E-01 3.8E-01 2.6E-01 2.0E-01   2.6E+01
  35-  39 8.3E+00 8.1E+00 7.3E+00 6.3E+00 5.1E+00 4.0E+00 3.0E+00 2.2E+00 1.1E+00 5.2E-01 2.8E-01 1.7E-01 1.3E-01   2.5E+01
  39-  43 9.0E+00 8.7E+00 7.8E+00 6.6E+00 5.2E+00 3.9E+00 2.8E+00 1.9E+00 8.6E-01 3.8E-01 1.9E-01 1.1E-01 8.0E-02   2.4E+01
  43-  47 9.3E+00 8.9E+00 7.9E+00 6.5E+00 5.0E+00 3.6E+00 2.5E+00 1.6E+00 6.5E-01 2.6E-01 1.1E-01 6.3E-02 4.3E-02   2.2E+01
  47-  51 8.7E+00 8.3E+00 7.3E+00 5.8E+00 4.3E+00 3.0E+00 1.9E+00 1.2E+00 4.2E-01 1.5E-01 5.9E-02 3.0E-02 2.0E-02   1.8E+01
  51-  55 1.1E+01 1.0E+01 8.9E+00 6.9E+00 5.0E+00 3.3E+00 2.0E+00 1.2E+00 3.8E-01 1.3E-01 7.4E-02 8.9E-02 1.2E-01   2.1E+01
  55-  59 7.6E+00 7.1E+00 6.0E+00 4.5E+00 3.0E+00 1.9E+00 1.1E+00 5.7E-01 1.4E-01 3.6E-02 1.1E-02 4.2E-03 2.4E-03   1.2E+01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =9.275E+03
                                                                           neutron multiplicity (dimensionless)  =4.079E+00
                                                                           neutron average energy (MeV)          =6.310E+00
  
                        60-MeV neutrons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 2.2E-07 2.2E-07 2.3E-07 2.4E-07 2.7E-07 2.9E-07 3.3E-07 3.7E-07 4.9E-07 6.2E-07 7.7E-07 9.0E-07 9.9E-07   6.6E-06
   3-   5 7.9E-04 7.9E-04 7.9E-04 7.9E-04 8.0E-04 8.1E-04 8.2E-04 8.4E-04 8.9E-04 9.6E-04 1.0E-03 1.1E-03 1.2E-03   1.2E-02
   5-   7 9.0E-03 9.0E-03 8.9E-03 8.8E-03 8.6E-03 8.5E-03 8.3E-03 8.1E-03 7.9E-03 7.8E-03 7.8E-03 8.0E-03 8.1E-03   1.0E-01
   7-   9 9.9E-02 9.9E-02 9.7E-02 9.4E-02 9.1E-02 8.7E-02 8.2E-02 7.8E-02 6.9E-02 6.2E-02 5.6E-02 5.3E-02 5.1E-02   8.9E-01
   9-  11 5.5E-01 5.5E-01 5.3E-01 5.1E-01 4.8E-01 4.5E-01 4.2E-01 3.8E-01 3.2E-01 2.6E-01 2.2E-01 2.0E-01 1.9E-01   4.2E+00
  11-  13 1.6E+00 1.6E+00 1.5E+00 1.5E+00 1.4E+00 1.3E+00 1.1E+00 1.0E+00 8.0E-01 6.3E-01 5.1E-01 4.3E-01 3.9E-01   1.1E+01
  13-  15 2.7E+00 2.6E+00 2.5E+00 2.4E+00 2.2E+00 2.0E+00 1.7E+00 1.5E+00 1.1E+00 8.3E-01 6.4E-01 5.3E-01 4.7E-01   1.6E+01
  15-  19 2.9E+00 2.8E+00 2.7E+00 2.5E+00 2.3E+00 2.0E+00 1.7E+00 1.5E+00 1.0E+00 7.2E-01 5.3E-01 4.2E-01 3.7E-01   1.5E+01
  19-  23 2.9E+00 2.9E+00 2.7E+00 2.5E+00 2.2E+00 1.9E+00 1.6E+00 1.3E+00 8.6E-01 5.6E-01 3.9E-01 2.9E-01 2.5E-01   1.4E+01
  23-  27 3.0E+00 2.9E+00 2.7E+00 2.4E+00 2.1E+00 1.8E+00 1.4E+00 1.1E+00 6.9E-01 4.2E-01 2.7E-01 2.0E-01 1.6E-01   1.2E+01
  27-  31 3.1E+00 3.0E+00 2.8E+00 2.5E+00 2.1E+00 1.7E+00 1.3E+00 1.0E+00 5.6E-01 3.1E-01 1.9E-01 1.3E-01 1.0E-01   1.1E+01
  31-  35 3.3E+00 3.2E+00 2.9E+00 2.5E+00 2.1E+00 1.6E+00 1.2E+00 8.9E-01 4.5E-01 2.3E-01 1.2E-01 8.0E-02 6.1E-02   1.0E+01
  35-  39 3.5E+00 3.4E+00 3.0E+00 2.6E+00 2.0E+00 1.5E+00 1.1E+00 7.7E-01 3.5E-01 1.6E-01 7.9E-02 4.7E-02 3.4E-02   9.5E+00
  39-  43 3.6E+00 3.5E+00 3.1E+00 2.6E+00 2.0E+00 1.4E+00 9.6E-01 6.3E-01 2.5E-01 1.0E-01 4.4E-02 2.4E-02 1.7E-02   8.6E+00
  43-  47 3.5E+00 3.3E+00 2.9E+00 2.3E+00 1.7E+00 1.2E+00 7.5E-01 4.6E-01 1.6E-01 5.4E-02 2.1E-02 1.0E-02 6.7E-03   7.1E+00
  47-  51 2.8E+00 2.6E+00 2.2E+00 1.7E+00 1.2E+00 7.8E-01 4.7E-01 2.6E-01 7.7E-02 2.2E-02 7.3E-03 3.2E-03 2.0E-03   4.9E+00
  51-  55 1.4E+00 1.3E+00 1.1E+00 7.9E-01 5.2E-01 3.1E-01 1.7E-01 8.7E-02 2.0E-02 5.1E-03 2.9E-03 4.7E-03 7.8E-03   2.1E+00
  55-  57 1.0E-01 9.3E-02 7.2E-02 4.8E-02 2.7E-02 1.3E-02 5.7E-03 2.2E-03 3.0E-04 9.9E-05 5.3E-05 3.1E-07 1.1E-07   1.1E-01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =4.423E+02
                                                                            proton multiplicity (dimensionless)  =1.945E-01
                                                                            proton average energy (MeV)          =2.786E+01
                                                                            proton kerma coefficient (fGym^2)    =5.716E-01
  
                        60-MeV neutrons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 3.8E-11 4.0E-11 4.5E-11 5.5E-11 7.0E-11 8.9E-11 1.1E-10 1.4E-10 2.1E-10 2.9E-10 3.8E-10 4.5E-10 5.0E-10   2.9E-09
   3-   5 8.2E-06 8.2E-06 8.2E-06 8.2E-06 8.2E-06 8.2E-06 8.1E-06 8.1E-06 8.1E-06 8.2E-06 8.4E-06 8.7E-06 8.9E-06   1.0E-04
   5-   7 2.0E-04 2.0E-04 2.0E-04 2.0E-04 1.9E-04 1.9E-04 1.9E-04 1.8E-04 1.7E-04 1.7E-04 1.6E-04 1.6E-04 1.6E-04   2.2E-03
   7-   9 5.5E-03 5.5E-03 5.4E-03 5.2E-03 5.0E-03 4.8E-03 4.5E-03 4.2E-03 3.7E-03 3.2E-03 2.8E-03 2.6E-03 2.4E-03   4.7E-02
   9-  11 3.4E-02 3.4E-02 3.3E-02 3.1E-02 2.9E-02 2.7E-02 2.4E-02 2.2E-02 1.7E-02 1.3E-02 1.1E-02 9.3E-03 8.5E-03   2.3E-01
  11-  13 7.8E-02 7.7E-02 7.4E-02 6.9E-02 6.3E-02 5.7E-02 5.0E-02 4.3E-02 3.2E-02 2.4E-02 1.8E-02 1.5E-02 1.3E-02   4.6E-01
  13-  15 1.1E-01 1.1E-01 1.0E-01 9.5E-02 8.5E-02 7.5E-02 6.5E-02 5.5E-02 3.9E-02 2.7E-02 2.0E-02 1.6E-02 1.4E-02   5.8E-01
  15-  19 1.3E-01 1.2E-01 1.2E-01 1.1E-01 9.6E-02 8.2E-02 6.9E-02 5.7E-02 3.8E-02 2.5E-02 1.7E-02 1.3E-02 1.1E-02   6.0E-01
  19-  23 1.3E-01 1.3E-01 1.2E-01 1.1E-01 9.5E-02 8.0E-02 6.5E-02 5.2E-02 3.2E-02 1.9E-02 1.2E-02 8.9E-03 7.3E-03   5.5E-01
  23-  27 1.4E-01 1.3E-01 1.2E-01 1.1E-01 9.3E-02 7.5E-02 5.9E-02 4.5E-02 2.5E-02 1.4E-02 8.5E-03 5.8E-03 4.6E-03   4.9E-01
  27-  31 1.5E-01 1.4E-01 1.3E-01 1.1E-01 9.5E-02 7.4E-02 5.6E-02 4.1E-02 2.1E-02 1.1E-02 5.9E-03 3.8E-03 2.9E-03   4.7E-01
  31-  35 1.8E-01 1.7E-01 1.5E-01 1.3E-01 1.0E-01 7.9E-02 5.8E-02 4.0E-02 1.8E-02 8.4E-03 4.2E-03 2.5E-03 1.8E-03   4.9E-01
  35-  39 2.4E-01 2.3E-01 2.0E-01 1.7E-01 1.3E-01 9.4E-02 6.5E-02 4.3E-02 1.7E-02 7.0E-03 3.2E-03 1.7E-03 1.2E-03   5.7E-01
  39-  43 3.4E-01 3.3E-01 2.9E-01 2.3E-01 1.7E-01 1.2E-01 7.7E-02 4.8E-02 1.7E-02 5.9E-03 2.3E-03 1.2E-03 7.6E-04   7.2E-01
  43-  47 5.0E-01 4.8E-01 4.1E-01 3.2E-01 2.2E-01 1.5E-01 8.8E-02 5.1E-02 1.5E-02 4.5E-03 1.5E-03 6.7E-04 4.1E-04   9.1E-01
  47-  51 6.9E-01 6.5E-01 5.4E-01 4.0E-01 2.7E-01 1.6E-01 9.2E-02 4.9E-02 1.2E-02 3.0E-03 9.5E-04 7.1E-04 9.6E-04   1.1E+00
  51-  55 7.0E-01 6.5E-01 5.2E-01 3.7E-01 2.3E-01 1.3E-01 6.3E-02 2.9E-02 5.5E-03 1.0E-03 3.2E-04 2.6E-04 2.8E-04   9.2E-01
  55-  57 4.1E-07 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   5.8E-09
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =2.984E+01
                                                                          deuteron multiplicity (dimensionless)  =1.312E-02
                                                                          deuteron average energy (MeV)          =3.549E+01
                                                                          deuteron kerma coefficient (fGym^2)    =4.913E-02
  
                        60-MeV neutrons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 2.5E-11 9.5E-11 1.6E-10   2.0E-10
   5-   7 3.2E-07 3.2E-07 3.3E-07 3.5E-07 3.7E-07 4.0E-07 4.3E-07 4.6E-07 5.3E-07 5.9E-07 6.5E-07 6.9E-07 7.2E-07   6.6E-06
   7-   9 3.4E-05 3.4E-05 3.6E-05 3.8E-05 4.1E-05 4.4E-05 4.7E-05 5.1E-05 5.9E-05 6.6E-05 7.2E-05 7.6E-05 7.8E-05   7.3E-04
   9-  11 2.1E-04 2.1E-04 2.1E-04 2.2E-04 2.3E-04 2.4E-04 2.5E-04 2.7E-04 3.0E-04 3.3E-04 3.5E-04 3.7E-04 3.8E-04   3.7E-03
  11-  13 6.8E-04 6.9E-04 6.9E-04 7.1E-04 7.3E-04 7.6E-04 7.9E-04 8.3E-04 9.4E-04 1.1E-03 1.2E-03 1.3E-03 1.4E-03   1.2E-02
  13-  15 2.8E-03 2.8E-03 2.9E-03 2.9E-03 3.0E-03 3.1E-03 3.3E-03 3.5E-03 4.0E-03 4.6E-03 5.2E-03 5.8E-03 6.2E-03   5.2E-02
  15-  19 1.4E-02 1.4E-02 1.4E-02 1.4E-02 1.4E-02 1.3E-02 1.3E-02 1.3E-02 1.4E-02 1.5E-02 1.6E-02 1.8E-02 1.9E-02   1.8E-01
  19-  23 2.2E-02 2.2E-02 2.2E-02 2.1E-02 1.9E-02 1.8E-02 1.7E-02 1.6E-02 1.4E-02 1.3E-02 1.2E-02 1.2E-02 1.3E-02   1.9E-01
  23-  27 1.2E-02 1.2E-02 1.1E-02 1.0E-02 9.6E-03 8.5E-03 7.5E-03 6.5E-03 4.9E-03 3.7E-03 3.0E-03 2.6E-03 2.4E-03   7.0E-02
  27-  31 1.6E-02 1.6E-02 1.5E-02 1.4E-02 1.3E-02 1.1E-02 9.3E-03 7.7E-03 5.2E-03 3.4E-03 2.4E-03 1.8E-03 1.6E-03   8.0E-02
  31-  35 2.3E-02 2.3E-02 2.1E-02 1.9E-02 1.7E-02 1.4E-02 1.1E-02 9.2E-03 5.6E-03 3.4E-03 2.1E-03 1.5E-03 1.2E-03   9.6E-02
  35-  39 3.0E-02 2.9E-02 2.7E-02 2.4E-02 2.0E-02 1.6E-02 1.3E-02 9.6E-03 5.2E-03 2.8E-03 1.6E-03 1.1E-03 8.2E-04   1.0E-01
  39-  43 3.6E-02 3.5E-02 3.1E-02 2.7E-02 2.2E-02 1.7E-02 1.3E-02 9.0E-03 4.3E-03 2.0E-03 1.0E-03 6.2E-04 4.6E-04   1.1E-01
  43-  47 4.0E-02 3.9E-02 3.5E-02 2.9E-02 2.2E-02 1.6E-02 1.1E-02 7.6E-03 3.1E-03 1.3E-03 5.6E-04 3.0E-04 2.1E-04   1.0E-01
  47-  51 4.3E-02 4.1E-02 3.6E-02 2.9E-02 2.1E-02 1.5E-02 9.4E-03 5.8E-03 2.0E-03 6.6E-04 2.5E-04 1.2E-04 7.5E-05   8.8E-02
  51-  55 4.2E-02 4.0E-02 3.4E-02 2.6E-02 1.8E-02 1.1E-02 6.8E-03 3.8E-03 1.0E-03 2.8E-04 8.4E-05 3.4E-05 2.0E-05   7.2E-02
  55-  59 3.6E-02 3.4E-02 2.8E-02 2.0E-02 1.3E-02 7.6E-03 4.1E-03 2.0E-03 4.2E-04 8.6E-05 2.0E-05 6.9E-06 3.6E-06   5.2E-02
  59-  63 2.4E-02 2.2E-02 1.7E-02 1.2E-02 7.0E-03 3.6E-03 1.7E-03 7.1E-04 1.1E-04 1.5E-05 3.2E-06 7.8E-06 2.4E-05   2.9E-02
  63-  67 5.5E-03 5.0E-03 3.7E-03 2.3E-03 1.2E-03 5.0E-04 1.9E-04 6.2E-05 5.3E-06 1.5E-06 6.1E-06 1.8E-05 3.0E-05   5.2E-03
  67-  69 1.8E-12 1.3E-12 4.2E-13 5.5E-15 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   4.5E-13
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =4.842E+00
                                                                             alpha multiplicity (dimensionless)  =2.129E-03
                                                                             alpha average energy (MeV)          =3.361E+01
                                                                             alpha kerma coefficient (fGym^2)    =7.549E-03
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=9.275E+03 ;multiplicity=4.079E+00 ;av. energy (MeV)=6.310E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=4.423E+02 ;multiplicity=1.945E-01 ;av. energy (MeV)=2.786E+01 ;kerma co. (fGym^2) =5.716E-01
deuteron prod. cross sec. (mb)=2.984E+01 ;multiplicity=1.312E-02 ;av. energy (MeV)=3.549E+01 ;kerma co. (fGym^2) =4.913E-02
  triton prod. cross sec. (mb)=3.101E+00 ;multiplicity=1.364E-03 ;av. energy (MeV)=2.814E+01 ;kerma co. (fGym^2) =4.047E-03
   alpha prod. cross sec. (mb)=4.842E+00 ;multiplicity=2.129E-03 ;av. energy (MeV)=3.361E+01 ;kerma co. (fGym^2) =7.549E-03
   gamma prod. cross sec. (mb)=1.032E+04 ;multiplicity=4.538E+00 ;av. energy (MeV)=1.080E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Kerma coefficient summary: A<5=6.32E-01; elas. recoil=2.77E-03; nonelas. recoil=2.93E-02; TOTAL KERMA Co.=6.64E-01(fGym^2)
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=4.29E-01; prot.=9.03E-02; deut.=7.76E-03; trit.=6.40E-04; alph.=1.19E-03; gamm.=8.17E-02; A>5 recoils=4.63E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++  65-MeV neutrons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for  65-MeV reactions on 208Pb:
Total cross section      = 4.602E+03 mb
Elastic cross section    = 2.402E+03 mb
Nonelastic cross section = 2.200E+03 mb
  
                        65-MeV neutrons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.7E+02 1.7E+02 1.7E+02 1.7E+02 1.6E+02 1.6E+02 1.6E+02 1.6E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02   2.0E+03
   3-   5 6.7E+01 6.7E+01 6.6E+01 6.5E+01 6.3E+01 6.1E+01 5.9E+01 5.7E+01 5.3E+01 5.1E+01 4.9E+01 4.8E+01 4.8E+01   6.9E+02
   5-   7 2.2E+01 2.2E+01 2.2E+01 2.1E+01 2.0E+01 1.9E+01 1.8E+01 1.7E+01 1.5E+01 1.4E+01 1.3E+01 1.3E+01 1.2E+01   2.0E+02
   7-   9 1.2E+01 1.2E+01 1.1E+01 1.1E+01 1.0E+01 9.7E+00 8.9E+00 8.2E+00 6.9E+00 5.9E+00 5.2E+00 4.8E+00 4.6E+00   9.2E+01
